Cvarians9779	K13953
Cvarians203519	K03929
Cvarians399158	K18726
Cvarians40869	K10631
Cvarians496136	K09510
Cvarians118662	K01966
Cvarians40248	K05662
Cvarians84818	K02885
Cvarians167055	K17972
Cvarians188938	K09584
Cvarians484848	K14778
Cvarians230857	K08852
Cvarians155759	K01528
Cvarians6995	K04615
Cvarians40465	K01206
Cvarians4431	K12472
Cvarians172819	K08568
Cvarians101101	K00858
Cvarians292565	K04382
Cvarians404928	K20353
Cvarians343929	K03123
Cvarians85323	K07198
Cvarians133488	K03173
Cvarians320297	K08790
Cvarians53730	K05757
Cvarians417599	K12843
Cvarians228295	K01120
Cvarians62472	K04593
Cvarians486069	K07497
Cvarians80708	K04487
Cvarians6030	K03234
Cvarians7891	K09848
Cvarians105526	K01539
Cvarians89235	K24469
Cvarians5570	K07497
Cvarians73861	K17610
Cvarians43060	K08834
Cvarians291428	K03935
Cvarians46236	K10380
Cvarians303106	K10696
Cvarians58210	K13510
Cvarians378	K12858
Cvarians29317	K23424
Cvarians17025	K03094
Cvarians84189	K04078
Cvarians11999	K02433
Cvarians162447	K10268
Cvarians19909	K00948
Cvarians425529	K16669
Cvarians35238	K08892
Cvarians11464	K11657
Cvarians15949	K08463
Cvarians314302	K15261
Cvarians81845	K11644
Cvarians351217	K03386
Cvarians156211	K20360
Cvarians123185	K13210
Cvarians136571	K10858
Cvarians64383	K08246
Cvarians17	K13912
Cvarians22088	K08818
Cvarians4784	K14396
Cvarians68164	K16726
Cvarians2093	K01623
Cvarians400911	K01873
Cvarians10045	K17535
Cvarians473651	K23551
Cvarians367373	K08059
Cvarians190854	K24524
Cvarians81789	K05665
Cvarians405729	K11253
Cvarians227373	K13886
Cvarians108845	K10352
Cvarians17576	K22184
Cvarians159594	K17861
Cvarians24977	K03347
Cvarians308308	K00548
Cvarians6530	K07375
Cvarians21337	K15503
Cvarians100907	K03173
Cvarians74230	K14760
Cvarians224730	K10570
Cvarians495027	K20174
Cvarians106980	K07497
Cvarians33938	K07497
Cvarians140365	K12757
Cvarians131222	K00273
Cvarians168161	K05658
Cvarians445211	K19685
Cvarians39459	K11253
Cvarians3384	K00464
Cvarians169928	K00500
Cvarians480793	K03768
Cvarians45464	K15542
Cvarians4092	K24936
Cvarians123272	K22069
Cvarians108726	K13126
Cvarians55715	K11086
Cvarians117796	K04532
Cvarians21782	K23289
Cvarians41285	K01938
Cvarians60175	K21440
Cvarians418048	K22746
Cvarians154197	K10770
Cvarians37497	K17498
Cvarians159673	K16726
Cvarians31871	K11253
Cvarians17240	K01254
Cvarians128910	K21852
Cvarians29347	K11430
Cvarians3676	K09478
Cvarians153205	K19500
Cvarians224594	K24971
Cvarians110105	K17968
Cvarians400360	K08076
Cvarians12918	K08064
Cvarians344922	K14558
Cvarians66792	K10251
Cvarians404681	K01647
Cvarians108592	K22614
Cvarians115797	K03661
Cvarians17925	K08681
Cvarians28412	K22938
Cvarians35873	K07497
Cvarians296129	K22628
Cvarians3372	K08873
Cvarians18734	K03362
Cvarians12160	K04554
Cvarians25437	K23336
Cvarians75963	K22733
Cvarians104587	K10380
Cvarians19071	K24763
Cvarians70440	K03362
Cvarians281224	K14753
Cvarians4894	K02881
Cvarians12540	K24104
Cvarians59069	K00121
Cvarians103186	K15004
Cvarians68903	K14408
Cvarians60576	K07374
Cvarians340115	K17743
Cvarians285295	K03178
Cvarians83357	K08825
Cvarians84623	K15175
Cvarians41361	K03841
Cvarians136019	K08796
Cvarians55589	K12398
Cvarians33606	K17300
Cvarians59403	K01674
Cvarians12181	K13510
Cvarians220856	K13091
Cvarians29094	K08843
Cvarians96740	K11583
Cvarians82415	K09624
Cvarians8993	K24674
Cvarians90482	K16938
Cvarians4454	K24511
Cvarians57865	K19519
Cvarians124296	K01354
Cvarians102212	K12350
Cvarians2241	K06215
Cvarians118815	K13525
Cvarians421329	K04646
Cvarians151334	K12827
Cvarians131569	K12035
Cvarians305243	K01537
Cvarians353412	K06641
Cvarians3146	K24427
Cvarians62081	K20301
Cvarians358023	K21760
Cvarians132536	K03654
Cvarians153370	K08794
Cvarians308230	K10751
Cvarians10828	K03165
Cvarians52312	K04508
Cvarians309510	K02090
Cvarians18123	K13912
Cvarians3702	K07497
Cvarians124533	K01519
Cvarians55943	K03831
Cvarians134422	K06672
Cvarians5488	K13103
Cvarians49229	K02154
Cvarians49365	K13912
Cvarians15162	K19998
Cvarians432465	K14684
Cvarians449773	K09523
Cvarians33170	K06258
Cvarians6282	K18402
Cvarians10536	K21138
Cvarians39308	K10420
Cvarians10116	K02542
Cvarians352842	K19533
Cvarians344461	K03130
Cvarians289667	K20121
Cvarians17822	K07199
Cvarians475823	K07910
Cvarians342883	K09040
Cvarians298282	K01881
Cvarians47414	K10380
Cvarians1457	K12618
Cvarians188708	K00382
Cvarians152130	K05989
Cvarians490208	K14823
Cvarians49808	K00121
Cvarians150378	K01187
Cvarians153831	K02985
Cvarians20220	K17256
Cvarians14391	K11252
Cvarians165294	K15377
Cvarians4717	K17461
Cvarians224142	K03083
Cvarians43207	K14440
Cvarians149462	K12820
Cvarians88787	K12388
Cvarians81137	K11161
Cvarians197053	K00261
Cvarians165689	K02211
Cvarians3562	K16865
Cvarians1710	K09100
Cvarians38057	K10895
Cvarians34205	K03671
Cvarians24861	K03237
Cvarians110338	K06665
Cvarians458422	K06709
Cvarians142883	K00128
Cvarians73243	K09201
Cvarians14634	K24030
Cvarians2065	K10421
Cvarians15468	K15272
Cvarians8679	K00772
Cvarians466496	K08796
Cvarians62685	K09849
Cvarians9691	K08793
Cvarians368227	K01858
Cvarians46561	K00134
Cvarians45510	K02739
Cvarians294457	K00432
Cvarians6058	K12572
Cvarians31962	K12176
Cvarians151804	K00477
Cvarians356843	K01128
Cvarians351	K17500
Cvarians19169	K10380
Cvarians21538	K21813
Cvarians411375	K00326
Cvarians227204	K04077
Cvarians94101	K03283
Cvarians38873	K11188
Cvarians38610	K10684
Cvarians468773	K02960
Cvarians95390	K07497
Cvarians6465	K02877
Cvarians461856	K12811
Cvarians471980	K02134
Cvarians340739	K01366
Cvarians33849	K12621
Cvarians108211	K03676
Cvarians111842	K15499
Cvarians19708	K04936
Cvarians413273	K02147
Cvarians30238	K22747
Cvarians112438	K17866
Cvarians104469	K04515
Cvarians126653	K07497
Cvarians23159	K01738
Cvarians143661	K00463
Cvarians189950	K04650
Cvarians466455	K19329
Cvarians10248	K19657
Cvarians128957	K00627
Cvarians55279	K10380
Cvarians360812	K20049
Cvarians233707	K10380
Cvarians340953	K03927
Cvarians48354	K14016
Cvarians355189	K08743
Cvarians56143	K02868
Cvarians69107	K07364
Cvarians25342	K05667
Cvarians90540	K14554
Cvarians32862	K02868
Cvarians30042	K02540
Cvarians435885	K20791
Cvarians11822	K03680
Cvarians46592	K15102
Cvarians229656	K11292
Cvarians190648	K09502
Cvarians465752	K20251
Cvarians82987	K07494
Cvarians68494	K07497
Cvarians96832	K11251
Cvarians76827	K04409
Cvarians307675	K17539
Cvarians3856	K03937
Cvarians30767	K16809
Cvarians473330	K06184
Cvarians35327	K17413
Cvarians484130	K19525
Cvarians282748	K14454
Cvarians303284	K04733
Cvarians15334	K03030
Cvarians197651	K24127
Cvarians9123	K22531
Cvarians416662	K08794
Cvarians309687	K05754
Cvarians401121	K14782
Cvarians132943	K04794
Cvarians19162	K04708
Cvarians15465	K22380
Cvarians73731	K17285
Cvarians14580	K11340
Cvarians41699	K19619
Cvarians474568	K12307
Cvarians294050	K17936
Cvarians25726	K05656
Cvarians14677	K20823
Cvarians345364	K05546
Cvarians195058	K14963
Cvarians232203	K02955
Cvarians91993	K10251
Cvarians246037	K04345
Cvarians16098	K15759
Cvarians65600	K12757
Cvarians126703	K20371
Cvarians469502	K12192
Cvarians143465	K12132
Cvarians45303	K08892
Cvarians9496	K01578
Cvarians29481	K15261
Cvarians290573	K19347
Cvarians464666	K14292
Cvarians206461	K06271
Cvarians4195	K09097
Cvarians257173	K00798
Cvarians242729	K14564
Cvarians421747	K12350
Cvarians33290	K10849
Cvarians342358	K01885
Cvarians13075	K07364
Cvarians44643	K01001
Cvarians167459	K09486
Cvarians105051	K03233
Cvarians291961	K00616
Cvarians410348	K10645
Cvarians180305	K02942
Cvarians224158	K09330
Cvarians412896	K07918
Cvarians381064	K00382
Cvarians33141	K09595
Cvarians6119	K10895
Cvarians162210	K11142
Cvarians5261	K04153
Cvarians150858	K09527
Cvarians55776	K06051
Cvarians43156	K12491
Cvarians159187	K10573
Cvarians54608	K20217
Cvarians92788	K11647
Cvarians1758	K08056
Cvarians132625	K17086
Cvarians374054	K03178
Cvarians124484	K01110
Cvarians11345	K05732
Cvarians180533	K04424
Cvarians228972	K11094
Cvarians234589	K02877
Cvarians188558	K02983
Cvarians27870	K16487
Cvarians4380	K23802
Cvarians21667	K09496
Cvarians112766	K16506
Cvarians10725	K15730
Cvarians47325	K04592
Cvarians487732	K08782
Cvarians321153	K23961
Cvarians46717	K02209
Cvarians15021	K02955
Cvarians165208	K17255
Cvarians252027	K00088
Cvarians143002	K00744
Cvarians2447	K04984
Cvarians421763	K13628
Cvarians41951	K03701
Cvarians177304	K10526
Cvarians52197	K03644
Cvarians35803	K00710
Cvarians6852	K17731
Cvarians303084	K12176
Cvarians33277	K03242
Cvarians3201	K14258
Cvarians6430	K11665
Cvarians8158	K08991
Cvarians140903	K01889
Cvarians49164	K09624
Cvarians7200	K10408
Cvarians231916	K03386
Cvarians18469	K10380
Cvarians83875	K01363
Cvarians128158	K11643
Cvarians129442	K00627
Cvarians346539	K14454
Cvarians75633	K07512
Cvarians178683	K06269
Cvarians32231	K15102
Cvarians420187	K03424
Cvarians50604	K16726
Cvarians12709	K00844
Cvarians58070	K03320
Cvarians143588	K01872
Cvarians221056	K01537
Cvarians143540	K07374
Cvarians123654	K04615
Cvarians55789	K12132
Cvarians37393	K08855
Cvarians182418	K19986
Cvarians231362	K03178
Cvarians201076	K17689
Cvarians478183	K00927
Cvarians468875	K04348
Cvarians42062	K03267
Cvarians343186	K17730
Cvarians400016	K00508
Cvarians426037	K02112
Cvarians11180	K10082
Cvarians6939	K02295
Cvarians294953	K14780
Cvarians44792	K11644
Cvarians429122	K00939
Cvarians135608	K02112
Cvarians177968	K24469
Cvarians53562	K06990
Cvarians349966	K00927
Cvarians71082	K11765
Cvarians70086	K00934
Cvarians77630	K12392
Cvarians10823	K00020
Cvarians118864	K06052
Cvarians422723	K02934
Cvarians439546	K10842
Cvarians78	K13912
Cvarians403372	K03025
Cvarians243714	K10691
Cvarians49994	K00541
Cvarians6336	K12878
Cvarians144543	K02873
Cvarians150912	K10798
Cvarians26378	K15261
Cvarians165576	K00948
Cvarians8990	K22859
Cvarians64098	K23337
Cvarians924	K00286
Cvarians11700	K23010
Cvarians49710	K01493
Cvarians30000	K13210
Cvarians33114	K09580
Cvarians226813	K16190
Cvarians340373	K00024
Cvarians467225	K04515
Cvarians32290	K11644
Cvarians19647	K00681
Cvarians42175	K02973
Cvarians105065	K11583
Cvarians19965	K07933
Cvarians7603	K09667
Cvarians120	K19942
Cvarians114117	K11498
Cvarians32653	K01669
Cvarians312238	K20472
Cvarians45762	K00981
Cvarians358689	K02930
Cvarians464530	K08037
Cvarians17932	K11974
Cvarians231140	K22615
Cvarians17704	K17418
Cvarians91239	K03555
Cvarians224272	K10249
Cvarians6845	K13511
Cvarians59445	K24886
Cvarians24143	K17782
Cvarians9881	K11262
Cvarians12612	K13376
Cvarians82458	K02929
Cvarians44647	K09848
Cvarians3171	K24387
Cvarians43790	K13989
Cvarians460656	K02607
Cvarians366120	K02035
Cvarians15415	K11593
Cvarians188472	K23490
Cvarians14438	K00710
Cvarians76124	K16810
Cvarians412417	K23538
Cvarians55220	K06824
Cvarians417158	K08872
Cvarians97124	K08794
Cvarians41262	K08892
Cvarians151830	K16848
Cvarians17345	K03681
Cvarians4423	K12310
Cvarians2942	K23337
Cvarians360825	K24755
Cvarians361771	K00799
Cvarians3463	K08794
Cvarians179077	K01534
Cvarians164636	K13102
Cvarians203401	K02977
Cvarians4493	K19525
Cvarians31039	K00616
Cvarians234610	K00907
Cvarians141824	K24999
Cvarians417224	K21813
Cvarians113281	K02984
Cvarians26708	K19511
Cvarians32421	K11253
Cvarians22631	K01634
Cvarians143272	K02865
Cvarians222997	K09490
Cvarians461321	K10848
Cvarians94137	K11428
Cvarians165378	K15516
Cvarians252635	K00232
Cvarians478568	K02976
Cvarians116207	K00599
Cvarians460810	K15176
Cvarians103877	K02983
Cvarians44712	K03687
Cvarians71029	K04441
Cvarians378156	K00548
Cvarians20256	K04427
Cvarians463423	K08635
Cvarians325945	K23490
Cvarians50920	K07583
Cvarians1456	K03178
Cvarians224090	K15426
Cvarians28646	K12158
Cvarians154499	K04515
Cvarians157311	K00508
Cvarians7025	K16768
Cvarians21546	K03521
Cvarians158515	K14961
Cvarians4890	K06545
Cvarians416051	K11599
Cvarians83515	K13051
Cvarians11281	K09624
Cvarians472067	K11450
Cvarians19230	K14320
Cvarians20554	K02865
Cvarians21428	K14864
Cvarians177296	K07936
Cvarians54704	K23342
Cvarians85413	K17279
Cvarians227024	K09527
Cvarians163764	K12188
Cvarians2461	K17689
Cvarians18903	K08596
Cvarians370563	K10104
Cvarians494116	K02134
Cvarians25164	K18693
Cvarians81715	K12828
Cvarians53140	K02960
Cvarians19849	K01640
Cvarians101015	K14006
Cvarians80382	K03257
Cvarians72293	K02128
Cvarians1251	K00134
Cvarians43980	K14815
Cvarians10502	K01738
Cvarians57160	K11997
Cvarians35505	K10295
Cvarians373613	K02433
Cvarians22324	K04436
Cvarians9560	K00972
Cvarians166001	K07565
Cvarians100675	K15410
Cvarians94859	K17261
Cvarians495304	K11366
Cvarians25582	K00281
Cvarians116595	K02880
Cvarians48446	K01802
Cvarians293747	K04646
Cvarians33505	K02901
Cvarians57123	K15115
Cvarians28635	K03173
Cvarians30694	K02866
Cvarians14042	K12856
Cvarians10991	K06777
Cvarians122761	K13348
Cvarians21614	K25168
Cvarians466476	K12076
Cvarians497507	K08869
Cvarians14776	K06974
Cvarians353592	K08104
Cvarians47339	K09517
Cvarians416439	K03039
Cvarians23995	K07964
Cvarians164888	K01749
Cvarians25298	K08794
Cvarians32529	K22531
Cvarians151938	K04409
Cvarians67680	K12818
Cvarians66873	K06709
Cvarians199464	K10738
Cvarians17226	K03798
Cvarians82999	K05110
Cvarians117788	K02936
Cvarians8717	K06228
Cvarians383098	K12183
Cvarians488601	K01469
Cvarians36052	K08869
Cvarians187457	K05989
Cvarians6742	K12236
Cvarians72402	K12399
Cvarians101643	K06689
Cvarians377617	K13100
Cvarians407141	K00639
Cvarians97701	K13525
Cvarians3672	K24195
Cvarians64040	K11290
Cvarians496509	K19998
Cvarians285851	K10357
Cvarians499416	K22755
Cvarians17033	K17535
Cvarians130908	K02953
Cvarians16836	K20347
Cvarians351402	K09214
Cvarians340639	K12844
Cvarians6135	K03178
Cvarians418159	K03243
Cvarians48692	K04601
Cvarians499356	K01847
Cvarians102203	K06662
Cvarians25473	K03136
Cvarians368618	K15084
Cvarians63109	K12236
Cvarians83866	K02995
Cvarians419933	K02957
Cvarians77830	K09497
Cvarians309072	K20352
Cvarians127714	K01294
Cvarians254221	K04534
Cvarians436737	K10598
Cvarians46108	K06820
Cvarians21378	K25165
Cvarians19101	K12800
Cvarians19854	K08798
Cvarians131568	K03131
Cvarians133537	K04688
Cvarians43000	K03252
Cvarians118628	K08509
Cvarians69744	K11274
Cvarians27188	K07497
Cvarians67879	K00868
Cvarians286041	K15013
Cvarians464999	K08333
Cvarians149678	K11412
Cvarians3525	K15261
Cvarians430680	K01893
Cvarians4560	K17285
Cvarians89927	K20772
Cvarians21897	K03781
Cvarians23388	K05695
Cvarians59399	K00734
Cvarians70378	K01365
Cvarians28907	K06685
Cvarians2815	K11251
Cvarians409583	K02921
Cvarians60425	K12827
Cvarians39074	K18993
Cvarians94147	K01672
Cvarians302306	K11835
Cvarians297948	K17503
Cvarians15359	K10416
Cvarians405121	K03217
Cvarians149128	K13811
Cvarians24103	K05743
Cvarians79011	K14843
Cvarians410299	K04936
Cvarians348489	K17263
Cvarians6842	K04456
Cvarians5740	K01332
Cvarians403297	K03768
Cvarians340725	K14213
Cvarians459747	K14297
Cvarians15167	K10848
Cvarians15246	K14545
Cvarians160006	K01634
Cvarians175107	K10738
Cvarians6597	K08824
Cvarians75321	K24175
Cvarians47369	K12862
Cvarians127655	K13050
Cvarians407368	K08874
Cvarians109371	K24470
Cvarians461921	K06990
Cvarians458842	K14443
Cvarians1138	K14792
Cvarians221995	K11450
Cvarians16437	K03294
Cvarians10859	K03014
Cvarians141536	K15283
Cvarians470320	K02910
Cvarians51821	K17985
Cvarians234364	K13348
Cvarians464321	K00993
Cvarians66039	K04353
Cvarians60292	K11592
Cvarians240343	K06997
Cvarians1358	K24510
Cvarians30641	K04441
Cvarians98643	K10358
Cvarians4770	K09624
Cvarians345156	K01540
Cvarians23763	K13912
Cvarians459430	K04505
Cvarians18014	K21890
Cvarians8756	K08053
Cvarians60740	K10380
Cvarians55832	K10380
Cvarians240586	K02256
Cvarians280886	K03386
Cvarians226734	K11798
Cvarians360429	K00106
Cvarians63209	K02937
Cvarians92163	K06168
Cvarians425464	K08635
Cvarians150659	K01008
Cvarians69530	K19720
Cvarians165882	K10268
Cvarians241634	K02955
Cvarians124366	K00688
Cvarians342646	K10587
Cvarians102141	K12198
Cvarians15772	K11841
Cvarians3955	K13907
Cvarians419541	K00817
Cvarians180002	K02997
Cvarians185246	K12824
Cvarians197388	K15128
Cvarians14013	K13348
Cvarians95544	K03234
Cvarians23097	K06754
Cvarians431053	K00415
Cvarians35909	K19801
Cvarians21483	K04371
Cvarians1103	K19511
Cvarians76791	K15261
Cvarians421027	K09578
Cvarians243077	K06013
Cvarians416935	K15040
Cvarians420094	K24685
Cvarians351020	K01623
Cvarians56897	K03264
Cvarians174613	K02295
Cvarians414075	K04565
Cvarians138936	K06173
Cvarians74052	K01623
Cvarians10838	K02349
Cvarians289056	K10327
Cvarians478569	K05648
Cvarians32855	K03768
Cvarians63378	K03252
Cvarians34313	K20279
Cvarians105648	K00413
Cvarians80579	K12885
Cvarians897	K12307
Cvarians340497	K01889
Cvarians128170	K13137
Cvarians49274	K05544
Cvarians9769	K08232
Cvarians349965	K02993
Cvarians149007	K20185
Cvarians48257	K01754
Cvarians320174	K24169
Cvarians220319	K06237
Cvarians9530	K14315
Cvarians117750	K02257
Cvarians404690	K11338
Cvarians352038	K03036
Cvarians4045	K04363
Cvarians140220	K18619
Cvarians106097	K05099
Cvarians163995	K11843
Cvarians359006	K00266
Cvarians160014	K12486
Cvarians247735	K22558
Cvarians351367	K20630
Cvarians13792	K05863
Cvarians415770	K02725
Cvarians102296	K24752
Cvarians286428	K19613
Cvarians422923	K12197
Cvarians77246	K08825
Cvarians50019	K00924
Cvarians111221	K06560
Cvarians6216	K20056
Cvarians89202	K07375
Cvarians54831	K02872
Cvarians139636	K05863
Cvarians144502	K09496
Cvarians298206	K00809
Cvarians286959	K01255
Cvarians70475	K18743
Cvarians184957	K00772
Cvarians293526	K23460
Cvarians328168	K18999
Cvarians301109	K15730
Cvarians18211	K20180
Cvarians416569	K15501
Cvarians149401	K24796
Cvarians25992	K01265
Cvarians162539	K11671
Cvarians247579	K18914
Cvarians346919	K01206
Cvarians233345	K15111
Cvarians185753	K04079
Cvarians63110	K01136
Cvarians409103	K00873
Cvarians428232	K02875
Cvarians6466	K06755
Cvarians61148	K12035
Cvarians18593	K19904
Cvarians79622	K17285
Cvarians292930	K14724
Cvarians77663	K09487
Cvarians8478	K12668
Cvarians97249	K19680
Cvarians43520	K00670
Cvarians231633	K02835
Cvarians180672	K04437
Cvarians8698	K24229
Cvarians22505	K06694
Cvarians223300	K05677
Cvarians223751	K18085
Cvarians149592	K00761
Cvarians42629	K03469
Cvarians377091	K01135
Cvarians282822	K06632
Cvarians7078	K14860
Cvarians225428	K19867
Cvarians64789	K10848
Cvarians37952	K03097
Cvarians19150	K05129
Cvarians94265	K10159
Cvarians99064	K18164
Cvarians281989	K00816
Cvarians143257	K17822
Cvarians37990	K03135
Cvarians21665	K07497
Cvarians461027	K15175
Cvarians487240	K01069
Cvarians23713	K13124
Cvarians283	K05108
Cvarians1720	K17086
Cvarians351806	K07151
Cvarians114239	K03015
Cvarians431310	K12191
Cvarians62518	K02885
Cvarians74286	K11593
Cvarians89074	K00387
Cvarians31023	K14753
Cvarians14851	K01736
Cvarians414688	K13525
Cvarians1151	K08807
Cvarians352059	K10364
Cvarians297992	K17263
Cvarians347140	K14411
Cvarians12485	K14950
Cvarians121366	K06793
Cvarians252609	K16815
Cvarians93176	K18663
Cvarians164487	K24675
Cvarians14575	K12132
Cvarians4745	K00688
Cvarians346882	K12879
Cvarians226477	K09493
Cvarians16080	K14638
Cvarians223917	K09489
Cvarians8254	K18066
Cvarians75827	K24684
Cvarians5818	K23882
Cvarians41972	K09420
Cvarians151262	K20071
Cvarians70788	K11498
Cvarians91299	K05592
Cvarians8468	K03033
Cvarians3571	K03456
Cvarians184501	K21398
Cvarians13025	K14527
Cvarians52040	K16271
Cvarians29890	K00965
Cvarians30990	K10380
Cvarians459465	K03841
Cvarians3	K10356
Cvarians5774	K03935
Cvarians14082	K24104
Cvarians24056	K14958
Cvarians18157	K01938
Cvarians4130	K00456
Cvarians31568	K22754
Cvarians101799	K08498
Cvarians149478	K11843
Cvarians41174	K01468
Cvarians165011	K01868
Cvarians24922	K08867
Cvarians154922	K03063
Cvarians16381	K24047
Cvarians119834	K03386
Cvarians233514	K15620
Cvarians460085	K10408
Cvarians19418	K11214
Cvarians478108	K02147
Cvarians23234	K00858
Cvarians221950	K10756
Cvarians49166	K03233
Cvarians288468	K03798
Cvarians77451	K09554
Cvarians86912	K11308
Cvarians114907	K06497
Cvarians110012	K04536
Cvarians82868	K22614
Cvarians26180	K14613
Cvarians347863	K08341
Cvarians319559	K20603
Cvarians120879	K11593
Cvarians224482	K17086
Cvarians462492	K09436
Cvarians181998	K15013
Cvarians45586	K03127
Cvarians44196	K22410
Cvarians122480	K00591
Cvarians7229	K04097
Cvarians469202	K00597
Cvarians2082	K10593
Cvarians36026	K09420
Cvarians146309	K07877
Cvarians45623	K01907
Cvarians48672	K02374
Cvarians321665	K02599
Cvarians182547	K00789
Cvarians50966	K05096
Cvarians189039	K19519
Cvarians58493	K11434
