Gerakladium167235	GTPase activator activity
Gerakladium134830	Quinonoid dihydropteridine reductase
Gerakladium152590	NADH flavin oxidoreductase NADH oxidase
Gerakladium33224	DNA-directed RNA polymerases I, II, and III
Gerakladium116183	RNA pseudouridylate synthase
Gerakladium112347	Fumarase C-terminus
Gerakladium4546	gamma-butyrobetaine dioxygenase activity
Gerakladium4739	Belongs to the peptidase C2 family
Gerakladium76712	-
Gerakladium197	Photosystem I reaction center subunit III
Gerakladium10530	Beta-amylase
Gerakladium2955	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family
Gerakladium210153	potassium ion transmembrane transporter activity
Gerakladium209327	oxygen carrier activity
Gerakladium214655	Protein phosphatase, Mg2 Mn2 dependent
Gerakladium17348	ATP binding
Gerakladium209764	Source PGD
Gerakladium98739	Belongs to the ClpA ClpB family
Gerakladium153473	Belongs to the ClpA ClpB family
Gerakladium42486	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
Gerakladium105907	cysteine-type peptidase activity
Gerakladium76734	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins
Gerakladium70606	SWI4 1, Peter Pan suppressor. Source PGD
Gerakladium115215	PPPDE putative peptidase domain
Gerakladium6205	Ribosomal protein S17
Gerakladium168118	NUC153 domain
Gerakladium12956	Protein tyrosine kinase
Gerakladium188060	Receptor-interacting serine threonine-protein kinase 2
Gerakladium149254	NmrA-like family
Gerakladium167959	Taurine catabolism dioxygenase TauD, TfdA family
Gerakladium116086	RNA recognition motif
Gerakladium5388	UMP salvage
Gerakladium700	Chlorophyll A-B binding protein
Gerakladium2110	Belongs to the universal ribosomal protein uS4 family
Gerakladium154622	ATP-dependent RNA helicase activity
Gerakladium96797	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
Gerakladium8595	ATP-dependent Clp protease, proteolytic subunit
Gerakladium174007	Cyclin, N-terminal domain containing protein. Source PGD
Gerakladium991	proton-transporting ATP synthase activity, rotational mechanism
Gerakladium131419	histone serine kinase activity
Gerakladium190	negative regulation of cell death
Gerakladium169194	Belongs to the HAD-like hydrolase superfamily. PhnX family
Gerakladium852	ribosomal protein
Gerakladium942	Pyruvate dehydrogenase lipoamide kinase isozyme 2, mitochondrial
Gerakladium11780	Protein phosphatase 2A homologues, catalytic domain.
Gerakladium115100	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Gerakladium138505	DnaJ molecular chaperone homology domain
Gerakladium112593	Taurine catabolism dioxygenase TauD, TfdA family
Gerakladium149568	emp24/gp25L/p24 family/GOLD
Gerakladium14824	cysteine-type peptidase activity
Gerakladium136656	peptidyl-prolyl cis-trans isomerase activity
Gerakladium206392	Major Facilitator Superfamily
Gerakladium5087	Cytochrome b5
Gerakladium50249	Glycosyltransferase family 10 (fucosyltransferase) C-term
Gerakladium132703	rRNA methyltransferase
Gerakladium149138	FAD binding
Gerakladium187606	Sulfite exporter TauE/SafE
Gerakladium111550	Polysaccharide deacetylase
Gerakladium169367	exostosin family
Gerakladium148897	GcpE protein
Gerakladium23241	tRNA dihydrouridine synthase activity
Gerakladium9812	Scd6-like Sm domain
Gerakladium210395	AI-2E family transporter
Gerakladium168920	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors
Gerakladium3529	receptor-like protein kinase
Gerakladium7825	SNF2 family N-terminal domain
Gerakladium114357	peptidyl-lysine monomethylation
Gerakladium5728	mRNA 5'-UTR binding
Gerakladium65653	Glucokinase
Gerakladium188222	Parkin co-regulated protein
Gerakladium113755	SOUL heme-binding protein
Gerakladium159760	EF-hand domain
Gerakladium154879	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
Gerakladium48460	Signal recognition particle receptor beta subunit
Gerakladium18748	Chlorophyll A-B binding protein
Gerakladium210147	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding
Gerakladium187004	polyketide synthase
Gerakladium212850	Fructose-BISphosphate ALDOLASE
Gerakladium152488	ferredoxin--NADP reductase
Gerakladium115923	DnaJ molecular chaperone homology domain
Gerakladium39666	Chlorophyll A-B binding protein
Gerakladium191585	Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins
Gerakladium9492	Trypsin-like peptidase domain
Gerakladium173388	Modified RING finger domain
Gerakladium30194	protein polyglutamylation
Gerakladium112419	protein serine/threonine phosphatase activity
Gerakladium140094	3'-UTR-mediated mRNA destabilization
Gerakladium173291	Protein tyrosine kinase
Gerakladium205888	TIGRFAM glycosyltransferase, MGT family
Gerakladium3364	Chlorophyll A-B binding protein
Gerakladium151732	protein serine/threonine kinase activity
Gerakladium7067	Lipase (class 3)
Gerakladium96941	negative regulation of inclusion body assembly
Gerakladium2466	Sodium/calcium exchanger protein
Gerakladium117844	Belongs to the CTL (choline transporter-like) family
Gerakladium13239	xyloglucan galactosyltransferase
Gerakladium167200	Serine threonine-protein kinase Sgk2
Gerakladium119003	Cold shock protein domain
Gerakladium112757	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
Gerakladium120009	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
Gerakladium38806	oxidoreductase activity
Gerakladium205102	Protein kinase domain
Gerakladium149318	Apyrase
Gerakladium150375	6-phosphofructokinase activity
Gerakladium112853	sperm axoneme assembly
Gerakladium4105	RNA-binding protein mei2 homologue
Gerakladium2695	ATP citrate synthase activity
Gerakladium213669	DIX domain
Gerakladium172669	[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity
Gerakladium127559	-
Gerakladium205337	COG2513 PEP phosphonomutase and related enzymes
Gerakladium19932	oxidoreductase activity
Gerakladium19061	RNA-binding protein mei2 homologue
Gerakladium13728	tRNA binding
Gerakladium61964	Hsp90 protein
Gerakladium190046	vacuolar transport
Gerakladium13597	AAA domain (Cdc48 subfamily)
Gerakladium149772	poly(rC)-binding protein 4-like
Gerakladium208242	ATPase family associated with various cellular activities (AAA)
Gerakladium7463	Aminotransferase, DegT DnrJ EryC1 StrS family protein
Gerakladium148706	RNA recognition motif 2
Gerakladium149172	helicase activity
Gerakladium125509	inner membrane translocase subunit
Gerakladium154514	Calmodulin
Gerakladium17990	PFAM adenylyl cyclase class-3 4 guanylyl cyclase
Gerakladium158222	K homology RNA-binding domain
Gerakladium14032	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Gerakladium189124	Methyltransferase domain
Gerakladium188813	Antibiotic biosynthesis monooxygenase
Gerakladium189738	homolog subfamily C member
Gerakladium154353	ATP synthase (E/31 kDa) subunit
Gerakladium3072	Belongs to the glycosyltransferase 1 family. Bacterial plant glycogen synthase subfamily
Gerakladium167639	water channel activity
Gerakladium112072	Mitogen-activated protein kinase
Gerakladium25072	non-motile cilium assembly
Gerakladium172337	DnaJ central domain
Gerakladium111407	regulation of photosynthesis, light reaction
Gerakladium109677	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.
Gerakladium27382	Cell division protein 48 (CDC48) N-terminal domain
Gerakladium137159	DNA binding
Gerakladium185547	Nuclear pore associated protein
Gerakladium170280	Belongs to the glycosyl hydrolase 31 family
Gerakladium114091	Domain found in IF2B/IF5
Gerakladium926	Photosystem II 12 kDa extrinsic protein (PsbU)
Gerakladium27057	60S ribosomal protein L22
Gerakladium217998	von Willebrand factor (vWF) type A domain
Gerakladium11368	Pyridine nucleotide-disulphide oxidoreductase
Gerakladium189235	NIMA (never in mitosis gene a)-related kinase 1
Gerakladium153659	NADH pyrophosphatase activity
Gerakladium3276	acyl-CoA dehydrogenase
Gerakladium62168	Sulfite reductase
Gerakladium106229	RNA-binding protein mei2 homologue
Gerakladium80941	methyltransferase
Gerakladium23439	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
Gerakladium169874	Belongs to the glycosyl hydrolase 3 family
Gerakladium89993	HECT-domain (ubiquitin-transferase)
Gerakladium148710	Uncharacterized protein family UPF0004
Gerakladium148342	Metallopeptidase family M24
Gerakladium69090	Responsible for synthesis of pseudouridine from uracil
Gerakladium29141	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis
Gerakladium4205	A G-specific adenine DNA
Gerakladium104485	acid phosphatase activity
Gerakladium217147	glucose-6-phosphate 1-epimerase activity
Gerakladium24567	S25 ribosomal protein
Gerakladium171255	homolog 6
Gerakladium148687	Ras palmitoyltransferase activity
Gerakladium64012	D-serine ammonia-lyase activity
Gerakladium120377	oxidation-reduction process
Gerakladium151861	Trypsin-like peptidase domain
Gerakladium2338	Chlorophyll A-B binding protein
Gerakladium149166	Belongs to the protein kinase superfamily
Gerakladium62551	3-beta hydroxysteroid dehydrogenase/isomerase family
Gerakladium169278	Peroxisomal 2,4-dienoyl-CoA
Gerakladium194007	SPTR Pathogenesis related protein-like protein
Gerakladium194824	rRNA binding
Gerakladium8403	Proteasome complex subunit Rpn13 ubiquitin receptor
Gerakladium152376	[acyl-carrier-protein] S-malonyltransferase activity
Gerakladium10908	MDM2 proto-oncogene, E3 ubiquitin protein ligase
Gerakladium167263	acyl-protein thioesterase
Gerakladium31057	Sulfotransferase family
Gerakladium12307	RER1 protein
Gerakladium22236	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A
Gerakladium120900	heat shock protein binding
Gerakladium28453	intramolecular oxidoreductase activity, transposing S-S bonds
Gerakladium206849	Metallopeptidase family M24
Gerakladium191320	Armadillo/beta-catenin-like repeat
Gerakladium4210	ribosomal protein L13
Gerakladium187734	LsmAD
Gerakladium191571	calcium:proton antiporter activity
Gerakladium208663	Belongs to the peptidase S8 family
Gerakladium43286	haloacid dehalogenase-like hydrolase
Gerakladium167886	ATP binding
Gerakladium4621	Major Facilitator Superfamily
Gerakladium168501	rRNA (adenine-N6,N6-)-dimethyltransferase activity
Gerakladium2798	RNA-binding protein mei2 homologue
Gerakladium206576	Mycolic acid cyclopropane synthetase
Gerakladium171485	Belongs to the peptidase S10 family
Gerakladium205068	succinate transmembrane transporter activity
Gerakladium22307	Cytosine-specific methyltransferase
Gerakladium151360	Prefoldin subunit
Gerakladium2376	Plug domain of Sec61p
Gerakladium16152	regulation of tocopherol cyclase activity
Gerakladium190527	Aminotransferase. Source PGD
Gerakladium2836	Belongs to the MIP aquaporin (TC 1.A.8) family
Gerakladium126377	Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
Gerakladium205829	Pro-kumamolisin, activation domain
Gerakladium9803	poly(A) RNA export protein
Gerakladium12281	1,3-beta-glucan synthase component
Gerakladium159318	S1 RNA-binding domain containing protein
Gerakladium167048	sphingolipid transporter activity
Gerakladium9029	peptidyl-serine phosphorylation
Gerakladium136855	Na+/Pi-cotransporter
Gerakladium190655	Calcium-dependent protein kinase
Gerakladium15124	oxidoreductase activity
Gerakladium149018	guanosine-diphosphatase activity
Gerakladium31872	peptide-aspartate beta-dioxygenase activity
Gerakladium4377	Methionine synthase
Gerakladium24748	CHK2 checkpoint homolog (S. pombe)
Gerakladium18805	DnaJ molecular chaperone homology domain
Gerakladium205411	Belongs to the glycosyl hydrolase 7 (cellulase C) family
Gerakladium186147	Responsible for synthesis of pseudouridine from uracil
Gerakladium207405	methenyltetrahydrofolate cyclohydrolase activity
Gerakladium52056	alkylated DNA
Gerakladium21016	Belongs to the universal ribosomal protein uL11 family
Gerakladium105140	cysteine-type peptidase activity
Gerakladium155428	protein kinase activity
Gerakladium48371	Ammonium transporter
Gerakladium113900	RING-like zinc finger
Gerakladium155004	Speckle-type POZ protein-like protein
Gerakladium172901	Cupin 4 family protein
Gerakladium13998	TIGRFAM Light-dependent protochlorophyllide reductase
Gerakladium149191	KR domain
Gerakladium4767	Protein BUD31 homolog
Gerakladium135719	Belongs to the iron ascorbate-dependent oxidoreductase family
Gerakladium889	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
Gerakladium49859	Retinol dehydrogenase 11
Gerakladium94407	Transmembrane and
Gerakladium4185	structural constituent of ribosome
Gerakladium48635	KDEL motif-containing protein 2
Gerakladium34707	Chlorophyll A-B binding protein
