Gerakladium170031	K08798
Gerakladium1846	K22763
Gerakladium216265	K11169
Gerakladium167565	K00166
Gerakladium22555	K05791
Gerakladium29583	K10632
Gerakladium87489	K04648
Gerakladium54865	K01365
Gerakladium172746	K02879
Gerakladium171485	K09645
Gerakladium1128	K02923
Gerakladium162027	K05236
Gerakladium122643	K09564
Gerakladium6346	K10405
Gerakladium9968	K02965
Gerakladium142601	K08496
Gerakladium36272	K17943
Gerakladium122658	K04771
Gerakladium30116	K10967
Gerakladium149116	K08798
Gerakladium205990	K24723
Gerakladium116607	K14572
Gerakladium207248	K10420
Gerakladium48557	K01768
Gerakladium70686	K17943
Gerakladium0	K03737
Gerakladium8532	K00654
Gerakladium119624	K22262
Gerakladium189238	K04648
Gerakladium87556	K02295
Gerakladium11682	K13412
Gerakladium205276	K01834
Gerakladium5881	K04908
Gerakladium20503	K10807
Gerakladium14982	K24427
Gerakladium6612	K09571
Gerakladium133398	K01166
Gerakladium106436	K12460
Gerakladium182	K24936
Gerakladium168693	K03773
Gerakladium208884	K15535
Gerakladium115938	K11092
Gerakladium131174	K04986
Gerakladium134469	K01208
Gerakladium57950	K15425
Gerakladium10458	K22763
Gerakladium186372	K00612
Gerakladium10356	K00434
Gerakladium1409	K06496
Gerakladium112533	K01634
Gerakladium11352	K24427
Gerakladium13740	K22943
Gerakladium5411	K15272
Gerakladium9962	K00789
Gerakladium120974	K16465
Gerakladium3889	K14755
Gerakladium187476	K02967
Gerakladium205607	K17710
Gerakladium30412	K04421
Gerakladium206874	K01511
Gerakladium6409	K03686
Gerakladium848	K01379
Gerakladium131338	K08486
Gerakladium37058	K01768
Gerakladium6302	K02896
Gerakladium8469	K00252
Gerakladium1951	K10642
Gerakladium7919	K10380
Gerakladium207774	K05016
Gerakladium151081	K01412
Gerakladium6329	K20899
Gerakladium193992	K02355
Gerakladium176966	K00859
Gerakladium2432	K14379
Gerakladium61421	K00382
Gerakladium206843	K10380
Gerakladium2040	K05656
Gerakladium418	K10357
Gerakladium46503	K24745
Gerakladium365	K00889
Gerakladium186147	K06180
Gerakladium14614	K09553
Gerakladium186730	K13448
Gerakladium169840	K24512
Gerakladium150304	K09592
Gerakladium56568	K13412
Gerakladium168257	K01382
Gerakladium2005	K24468
Gerakladium218119	K01358
Gerakladium7463	K19430
Gerakladium1824	K14652
Gerakladium17455	K22757
Gerakladium97859	K03929
Gerakladium148740	K03347
Gerakladium53075	K02355
Gerakladium60190	K12825
Gerakladium9337	K05794
Gerakladium1666	K03237
Gerakladium54327	K00666
Gerakladium168435	K15259
Gerakladium132808	K08582
Gerakladium211538	K10422
Gerakladium39316	K00710
Gerakladium98922	K11392
Gerakladium101762	K17943
Gerakladium171880	K14338
Gerakladium53820	K10380
Gerakladium574	K03761
Gerakladium845	K03235
Gerakladium20138	K22763
Gerakladium22514	K01246
Gerakladium101216	K02878
Gerakladium42298	K01408
Gerakladium116777	K00700
Gerakladium42362	K01802
Gerakladium208110	K04461
Gerakladium74574	K00276
Gerakladium43106	K12818
Gerakladium150480	K05794
Gerakladium187004	K12442
Gerakladium152648	K10420
Gerakladium12337	K07126
Gerakladium34437	K15210
Gerakladium22705	K00738
Gerakladium153639	K06180
Gerakladium131422	K13095
Gerakladium47628	K00012
Gerakladium105492	K05863
Gerakladium111470	K10446
Gerakladium207721	K03115
Gerakladium169514	K03978
Gerakladium150698	K13123
Gerakladium98152	K03834
Gerakladium208024	K01850
Gerakladium152912	K17943
Gerakladium6919	K02942
Gerakladium4892	K04739
Gerakladium7480	K02471
Gerakladium172017	K08176
Gerakladium10749	K00463
Gerakladium668	K07513
Gerakladium205674	K10268
Gerakladium21776	K07151
Gerakladium4965	K01534
Gerakladium172194	K17795
Gerakladium153268	K04739
Gerakladium205534	K12132
Gerakladium667	K10807
Gerakladium167224	K15631
Gerakladium211447	K04771
Gerakladium7838	K09578
Gerakladium167451	K22372
Gerakladium206579	K17535
Gerakladium74626	K22763
Gerakladium186205	K03929
Gerakladium207305	K10575
Gerakladium57750	K15283
Gerakladium174975	K03428
Gerakladium2941	K02357
Gerakladium17438	K02634
Gerakladium168176	K03307
Gerakladium1161	K13806
Gerakladium96163	K08228
Gerakladium8460	K10380
Gerakladium208642	K08150
Gerakladium92308	K14588
Gerakladium37469	K01379
Gerakladium44063	K07115
Gerakladium150247	K04441
Gerakladium14659	K21969
Gerakladium88929	K02641
Gerakladium113287	K01527
Gerakladium112418	K01951
Gerakladium149175	K13412
Gerakladium31452	K06180
Gerakladium174553	K08670
Gerakladium82	K12160
Gerakladium18949	K06221
Gerakladium193365	K01379
Gerakladium208673	K05673
Gerakladium206141	K01081
Gerakladium78287	K03782
Gerakladium103	K02964
Gerakladium194324	K17103
Gerakladium130979	K01626
Gerakladium134588	K16289
Gerakladium188049	K15261
Gerakladium169701	K04840
Gerakladium135281	K10277
Gerakladium150873	K16914
Gerakladium44480	K24796
Gerakladium11150	K07376
Gerakladium2755	K20032
Gerakladium177218	K13293
Gerakladium20831	K04771
Gerakladium205917	K22038
Gerakladium211970	K11837
Gerakladium27807	K01410
Gerakladium206410	K00324
Gerakladium153220	K19760
Gerakladium150962	K00088
Gerakladium151018	K00485
Gerakladium158222	K11884
Gerakladium191142	K10645
Gerakladium1141	K23490
Gerakladium34201	K07874
Gerakladium152937	K09571
Gerakladium13124	K11254
Gerakladium185486	K17499
Gerakladium167371	K08857
Gerakladium33275	K12599
Gerakladium215983	K01759
Gerakladium8041	K18477
Gerakladium22581	K03737
Gerakladium167200	K04373
Gerakladium112388	K05543
Gerakladium20631	K10669
Gerakladium1711	K02882
Gerakladium700	K08914
Gerakladium69791	K24928
Gerakladium1887	K01915
Gerakladium43264	K00833
Gerakladium47753	K01007
Gerakladium12625	K04706
Gerakladium170368	K15026
Gerakladium64565	K08568
Gerakladium49579	K22684
Gerakladium10920	K11593
Gerakladium154937	K17943
Gerakladium208596	K22614
Gerakladium1531	K03320
Gerakladium174567	K14997
Gerakladium6364	K10859
Gerakladium2640	K08912
Gerakladium54576	K14326
Gerakladium6127	K19525
Gerakladium191196	K02155
Gerakladium10761	K01177
Gerakladium207016	K10843
Gerakladium169400	K00128
Gerakladium40933	K17943
Gerakladium98889	K03029
Gerakladium53436	K09490
Gerakladium151358	K08202
Gerakladium151148	K00645
Gerakladium5678	K08151
Gerakladium12959	K03235
Gerakladium153980	K14379
Gerakladium20110	K05531
Gerakladium34878	K13100
Gerakladium151555	K16900
Gerakladium19469	K10380
Gerakladium205376	K01103
Gerakladium3949	K14411
Gerakladium172337	K03686
Gerakladium1495	K02885
Gerakladium175366	K02183
Gerakladium106621	K03235
Gerakladium186259	K10380
Gerakladium23482	K10408
Gerakladium206664	K17580
Gerakladium113423	K20028
Gerakladium4377	K00548
Gerakladium5564	K04345
Gerakladium16834	K14966
Gerakladium116423	K14379
Gerakladium187516	K14458
Gerakladium159791	K02371
Gerakladium3442	K02183
Gerakladium131241	K10349
Gerakladium9310	K10582
Gerakladium176557	K05302
Gerakladium2087	K10615
Gerakladium35608	K20291
Gerakladium189017	K02437
Gerakladium205177	K20715
Gerakladium111588	K13755
Gerakladium25721	K04948
Gerakladium185662	K08176
Gerakladium112900	K11749
Gerakladium116479	K02974
Gerakladium104900	K00344
Gerakladium211453	K10860
Gerakladium141414	K01647
Gerakladium116919	K06180
Gerakladium148670	K13126
Gerakladium7255	K12837
Gerakladium70825	K08798
Gerakladium217405	K10534
Gerakladium74745	K03189
Gerakladium12146	K08857
Gerakladium148935	K02183
Gerakladium29654	K12444
Gerakladium172224	K00545
Gerakladium167248	K05656
Gerakladium31208	K03839
Gerakladium23319	K10407
Gerakladium187328	K23330
Gerakladium29126	K02519
Gerakladium8703	K00831
Gerakladium172344	K08906
Gerakladium69354	K01738
Gerakladium210533	K16742
Gerakladium131554	K08281
Gerakladium167277	K01079
Gerakladium20255	K10380
Gerakladium153375	K10380
Gerakladium105256	K16569
Gerakladium131607	K09503
Gerakladium15311	K01139
Gerakladium105086	K01669
Gerakladium54789	K17500
Gerakladium31804	K09122
Gerakladium117393	K17506
Gerakladium185198	K20242
Gerakladium9916	K19760
Gerakladium1861	K16889
Gerakladium49861	K24683
Gerakladium39899	K00930
Gerakladium185441	K01259
Gerakladium27485	K00600
Gerakladium24804	K04348
Gerakladium111325	K17278
Gerakladium170860	K10405
Gerakladium981	K09874
Gerakladium210042	K17614
Gerakladium37762	K00615
Gerakladium205135	K03190
Gerakladium209432	K00010
Gerakladium19005	K07427
Gerakladium131249	K23424
Gerakladium36633	K24512
Gerakladium188304	K23628
Gerakladium191067	K01755
Gerakladium9563	K01537
Gerakladium8761	K01595
Gerakladium20496	K02927
Gerakladium45639	K01697
Gerakladium18691	K04409
Gerakladium30928	K04905
Gerakladium1817	K10380
Gerakladium18846	K15259
Gerakladium132472	K04905
Gerakladium196942	K19375
Gerakladium21340	K04885
Gerakladium136663	K04075
Gerakladium169508	K13979
Gerakladium29982	K01752
Gerakladium149492	K05220
Gerakladium26252	K17943
Gerakladium4692	K00545
Gerakladium207677	K04892
Gerakladium42371	K13412
Gerakladium59998	K00297
Gerakladium152635	K22762
Gerakladium115012	K14963
Gerakladium3080	K00128
Gerakladium4359	K00823
Gerakladium37459	K01610
Gerakladium186776	K20028
Gerakladium55610	K00831
Gerakladium200732	K03248
Gerakladium207470	K15015
Gerakladium120768	K22866
Gerakladium171889	K12348
Gerakladium3832	K04564
Gerakladium132135	K22614
Gerakladium174465	K16818
Gerakladium26219	K06176
Gerakladium19397	K07809
Gerakladium22498	K01669
Gerakladium38471	K08176
Gerakladium168399	K07390
Gerakladium136436	K03215
Gerakladium209	K00031
Gerakladium40497	K24888
Gerakladium29716	K00981
Gerakladium205999	K15275
Gerakladium219617	K03251
Gerakladium97583	K15083
Gerakladium167908	K04706
Gerakladium64510	K10260
Gerakladium2252	K10380
Gerakladium4461	K08151
Gerakladium8597	K12132
Gerakladium1102	K22745
Gerakladium205829	K01279
Gerakladium206118	K14326
Gerakladium174663	K24205
Gerakladium135458	K01379
Gerakladium186212	K13412
Gerakladium105020	K02492
Gerakladium167187	K11978
Gerakladium7724	K12472
Gerakladium150722	K03695
Gerakladium141568	K21813
Gerakladium175303	K01473
Gerakladium209105	K10860
Gerakladium88951	K14458
Gerakladium136936	K03686
Gerakladium85540	K13412
Gerakladium3122	K06184
Gerakladium135095	K00254
Gerakladium188633	K00218
Gerakladium36953	K00545
Gerakladium49648	K17839
Gerakladium31923	K11251
Gerakladium3020	K19755
Gerakladium168437	K08151
Gerakladium112766	K00665
Gerakladium116336	K13289
Gerakladium205036	K04905
Gerakladium153587	K03303
Gerakladium15006	K02995
Gerakladium111508	K01758
Gerakladium74442	K15117
Gerakladium9660	K17914
Gerakladium1686	K03320
Gerakladium119845	K24265
Gerakladium167317	K01208
Gerakladium7796	K08794
Gerakladium133581	K03217
Gerakladium27570	K08798
Gerakladium59470	K15259
Gerakladium1743	K02184
Gerakladium113189	K08153
Gerakladium9020	K17630
Gerakladium31611	K00958
Gerakladium82462	K15710
Gerakladium211606	K00592
Gerakladium185191	K17586
Gerakladium17049	K00432
Gerakladium45458	K14855
Gerakladium168782	K04515
Gerakladium168229	K05292
Gerakladium111394	K08798
Gerakladium23982	K03686
Gerakladium169622	K09958
Gerakladium36697	K06630
Gerakladium117001	K15541
Gerakladium991	K02115
Gerakladium155689	K02183
Gerakladium38806	K00251
Gerakladium115500	K14589
Gerakladium61231	K08139
Gerakladium48484	K09880
Gerakladium9120	K11972
Gerakladium93403	K02865
Gerakladium209724	K21768
Gerakladium151111	K12655
Gerakladium79647	K20300
Gerakladium43680	K14963
Gerakladium167508	K02377
Gerakladium10321	K13412
Gerakladium206935	K19199
Gerakladium170666	K00380
Gerakladium153259	K12819
Gerakladium206677	K01358
Gerakladium44417	K13755
Gerakladium135176	K07783
Gerakladium83415	K03320
Gerakladium174867	K12946
Gerakladium49568	K04043
Gerakladium157973	K02922
Gerakladium130861	K01342
Gerakladium155489	K18932
Gerakladium208014	K24835
Gerakladium431	K14753
Gerakladium172743	K00645
Gerakladium66359	K12329
Gerakladium151965	K10601
Gerakladium60715	K01285
Gerakladium11101	K15259
Gerakladium133144	K01682
Gerakladium2259	K03798
Gerakladium31662	K22698
Gerakladium106217	K15095
Gerakladium87009	K24070
Gerakladium152	K23490
Gerakladium53516	K11418
Gerakladium134790	K05929
Gerakladium187286	K00208
Gerakladium9681	K01649
Gerakladium4856	K10380
Gerakladium123154	K13208
Gerakladium167561	K07376
Gerakladium98354	K13412
Gerakladium26460	K16055
Gerakladium5805	K14206
Gerakladium13227	K01784
Gerakladium16295	K14696
Gerakladium54036	K21396
Gerakladium211594	K12460
Gerakladium108817	K12132
Gerakladium208492	K11600
Gerakladium23344	K06959
Gerakladium167886	K04043
Gerakladium6688	K18010
Gerakladium206551	K09273
Gerakladium176142	K19045
Gerakladium10377	K10392
Gerakladium212513	K00609
Gerakladium46835	K02641
Gerakladium6890	K02893
Gerakladium556	K19619
Gerakladium185826	K06671
Gerakladium209737	K09490
Gerakladium6046	K12850
Gerakladium16066	K10380
Gerakladium191913	K06867
Gerakladium10576	K03545
Gerakladium142285	K05015
Gerakladium29380	K00649
Gerakladium114129	K10967
Gerakladium131436	K01527
Gerakladium25309	K01228
Gerakladium41	K03234
Gerakladium122613	K03872
Gerakladium1457	K22614
Gerakladium208430	K12235
Gerakladium168367	K12042
Gerakladium113481	K16726
Gerakladium10011	K12857
Gerakladium2358	K23398
Gerakladium114758	K17606
Gerakladium170407	K14947
Gerakladium210752	K14379
Gerakladium42250	K22074
Gerakladium14423	K04344
Gerakladium15679	K13071
Gerakladium494	K08057
Gerakladium74025	K18639
Gerakladium167666	K04905
Gerakladium876	K00789
Gerakladium37419	K10380
Gerakladium170982	K20069
Gerakladium191831	K22372
Gerakladium58091	K06180
Gerakladium1925	K10808
Gerakladium168292	K10716
Gerakladium148640	K12823
Gerakladium135511	K02151
Gerakladium48918	K03263
Gerakladium150926	K02148
Gerakladium12708	K22761
Gerakladium21655	K01802
Gerakladium156833	K00861
Gerakladium158346	K20495
Gerakladium167932	K03696
Gerakladium27391	K09553
Gerakladium11470	K01802
Gerakladium27765	K07241
Gerakladium37976	K02942
Gerakladium151490	K02183
Gerakladium18134	K09571
Gerakladium38920	K00002
Gerakladium118482	K20362
Gerakladium60127	K16175
Gerakladium1488	K12132
Gerakladium2039	K03654
Gerakladium113371	K06180
Gerakladium172669	K08794
Gerakladium167880	K04874
Gerakladium15096	K04460
Gerakladium114102	K00901
Gerakladium20987	K09487
Gerakladium115177	K12598
Gerakladium631	K00706
Gerakladium12602	K04739
Gerakladium23241	K05542
Gerakladium129658	K22544
Gerakladium24499	K03125
Gerakladium131593	K01456
Gerakladium71671	K01016
Gerakladium54815	K01889
Gerakladium185232	K15102
Gerakladium49761	K05849
Gerakladium76524	K03260
Gerakladium150379	K03155
Gerakladium89699	K08176
Gerakladium59753	K13412
Gerakladium214690	K12132
Gerakladium186065	K15377
Gerakladium123470	K17609
Gerakladium19952	K03929
Gerakladium185032	K10392
Gerakladium11306	K23788
Gerakladium190818	K00826
Gerakladium149017	K04371
Gerakladium77503	K01307
Gerakladium57056	K02699
Gerakladium174335	K17508
Gerakladium185205	K01768
Gerakladium172084	K11426
Gerakladium112415	K11087
Gerakladium131613	K06901
Gerakladium115084	K09592
Gerakladium137840	K15078
Gerakladium185074	K18740
Gerakladium18695	K22940
Gerakladium14031	K02100
Gerakladium29805	K11744
Gerakladium205511	K19422
Gerakladium205857	K08798
Gerakladium111393	K20029
Gerakladium131401	K16462
Gerakladium149383	K16365
Gerakladium20427	K03841
Gerakladium196439	K09575
Gerakladium185641	K10380
Gerakladium188337	K21440
Gerakladium205047	K03438
Gerakladium132086	K10396
Gerakladium185807	K01759
Gerakladium117621	K00665
Gerakladium2937	K10380
Gerakladium56745	K10423
Gerakladium2628	K03231
Gerakladium169709	K19029
Gerakladium171958	K09527
Gerakladium103369	K17964
Gerakladium14875	K12118
Gerakladium47443	K00031
Gerakladium59461	K04371
Gerakladium924	K02973
Gerakladium25722	K03924
Gerakladium4719	K23029
Gerakladium193572	K03696
Gerakladium191413	K17506
Gerakladium10718	K13412
Gerakladium9367	K09578
Gerakladium187781	K19680
Gerakladium186576	K01990
Gerakladium171173	K10799
Gerakladium169497	K20028
Gerakladium19996	K10408
Gerakladium167340	K09181
Gerakladium149013	K13108
Gerakladium148760	K12373
Gerakladium136910	K04739
Gerakladium167346	K08869
Gerakladium151870	K10380
Gerakladium206005	K21989
Gerakladium9923	K14570
Gerakladium65726	K14457
Gerakladium2751	K00108
Gerakladium135860	K03178
Gerakladium51887	K01539
Gerakladium2918	K10380
Gerakladium43300	K15377
Gerakladium169091	K17508
Gerakladium34358	K02720
Gerakladium104313	K14165
Gerakladium116776	K09660
Gerakladium135945	K00889
Gerakladium16965	K06269
Gerakladium142318	K02726
Gerakladium187063	K11076
Gerakladium211942	K19225
Gerakladium2955	K03327
Gerakladium9981	K03070
Gerakladium116606	K08341
Gerakladium150940	K14963
Gerakladium795	K07374
Gerakladium167969	K10380
Gerakladium174438	K19041
Gerakladium8437	K04606
Gerakladium151282	K00545
Gerakladium6984	K17943
Gerakladium111346	K04460
Gerakladium50097	K05289
Gerakladium35457	K09553
Gerakladium78071	K02894
Gerakladium5641	K23330
Gerakladium216778	K02867
Gerakladium185122	K13171
Gerakladium31591	K15264
Gerakladium153659	K01519
Gerakladium31202	K09518
Gerakladium149191	K12430
Gerakladium152328	K01637
Gerakladium172629	K04851
Gerakladium168603	K23424
Gerakladium217253	K22684
Gerakladium48530	K05791
Gerakladium130948	K01769
Gerakladium153583	K02183
Gerakladium101341	K01624
Gerakladium185135	K13615
Gerakladium112347	K01676
Gerakladium2024	K01081
Gerakladium5173	K01006
Gerakladium2257	K00476
Gerakladium15621	K01886
Gerakladium10100	K05681
Gerakladium133459	K00240
Gerakladium116785	K03834
Gerakladium151755	K07198
Gerakladium158322	K02693
Gerakladium9777	K08582
Gerakladium13911	K23334
Gerakladium188599	K00314
Gerakladium1257	K06276
Gerakladium192838	K04888
Gerakladium39155	K02677
Gerakladium37697	K10380
Gerakladium155092	K10595
Gerakladium118042	K23424
Gerakladium9500	K08869
Gerakladium22616	K05323
Gerakladium3786	K13412
Gerakladium33920	K02114
Gerakladium49148	K20352
Gerakladium138439	K01076
Gerakladium188415	K00819
Gerakladium55410	K10380
Gerakladium168531	K02896
Gerakladium58135	K03798
Gerakladium133023	K13984
Gerakladium133285	K08802
Gerakladium20770	K01176
Gerakladium8312	K21396
Gerakladium34273	K23531
Gerakladium132094	K08076
Gerakladium207275	K11416
Gerakladium8985	K03455
Gerakladium205785	K12581
Gerakladium137008	K01647
Gerakladium58314	K04079
Gerakladium121688	K17619
Gerakladium168335	K15259
Gerakladium114848	K01802
Gerakladium116976	K02218
Gerakladium13024	K11592
Gerakladium8150	K01148
Gerakladium150375	K24182
Gerakladium187030	K22857
Gerakladium16455	K01641
Gerakladium114106	K23451
Gerakladium36706	K02355
Gerakladium20279	K04954
Gerakladium139256	K10251
Gerakladium113985	K15276
Gerakladium125366	K23882
Gerakladium1877	K21421
Gerakladium191476	K00969
Gerakladium20313	K16726
Gerakladium133326	K00026
Gerakladium167431	K11481
Gerakladium114313	K07552
Gerakladium151966	K10380
Gerakladium114490	K10380
Gerakladium117215	K15453
Gerakladium173103	K01076
Gerakladium131375	K03810
Gerakladium36500	K02183
Gerakladium149665	K00327
Gerakladium185412	K00002
Gerakladium135217	K20027
Gerakladium210412	K12877
Gerakladium11794	K06158
Gerakladium185320	K00850
Gerakladium153402	K03217
Gerakladium206636	K03281
Gerakladium92385	K07376
Gerakladium118556	K05273
Gerakladium17231	K14411
Gerakladium185062	K14808
Gerakladium8747	K14408
Gerakladium43122	K01006
Gerakladium111619	K12442
Gerakladium167207	K16602
Gerakladium22316	K24943
Gerakladium131482	K05592
Gerakladium3770	K01382
Gerakladium5597	K04740
Gerakladium114560	K04422
Gerakladium2940	K02912
Gerakladium210930	K02371
Gerakladium2179	K24936
Gerakladium134253	K08815
Gerakladium131921	K08803
Gerakladium14798	K04885
Gerakladium205569	K03147
Gerakladium90408	K01735
Gerakladium213927	K17872
Gerakladium139777	K00703
Gerakladium24728	K03320
Gerakladium23249	K02540
Gerakladium167754	K17481
Gerakladium9803	K14298
Gerakladium169998	K10380
Gerakladium87691	K22763
Gerakladium29907	K01510
Gerakladium14442	K01601
Gerakladium35009	K08798
Gerakladium151741	K06630
Gerakladium199569	K13208
Gerakladium15869	K12442
Gerakladium3573	K20989
Gerakladium168961	K24543
Gerakladium15144	K20899
Gerakladium112350	K22763
Gerakladium7908	K04515
Gerakladium152690	K12132
Gerakladium112419	K24838
Gerakladium186171	K11968
Gerakladium24576	K13611
Gerakladium194262	K06180
Gerakladium32277	K00799
Gerakladium114551	K21989
Gerakladium207768	K03500
Gerakladium16059	K10250
Gerakladium208218	K12821
Gerakladium169441	K19360
Gerakladium171869	K22868
Gerakladium7509	K11592
Gerakladium135599	K04986
Gerakladium2204	K17550
Gerakladium150706	K23490
Gerakladium149688	K00232
Gerakladium211469	K02520
Gerakladium27359	K14786
Gerakladium15347	K02493
Gerakladium150839	K22684
Gerakladium16152	K08869
Gerakladium194310	K12177
Gerakladium45033	K00031
Gerakladium32057	K05692
Gerakladium170239	K01076
Gerakladium19052	K17500
Gerakladium116464	K14834
Gerakladium187368	K08578
Gerakladium161485	K23012
Gerakladium5728	K02955
Gerakladium39443	K11187
Gerakladium24895	K18789
Gerakladium68202	K07151
Gerakladium150015	K15303
Gerakladium87110	K00889
Gerakladium138150	K06180
Gerakladium38644	K24680
Gerakladium206576	K00574
Gerakladium189967	K10949
Gerakladium210608	K15272
Gerakladium154755	K01491
Gerakladium207354	K13989
Gerakladium42248	K13679
Gerakladium51912	K12968
Gerakladium8289	K00134
Gerakladium36200	K22614
Gerakladium2645	K01535
Gerakladium28136	K03438
Gerakladium215541	K07953
Gerakladium188742	K06957
Gerakladium112743	K00898
Gerakladium92130	K24635
Gerakladium57992	K02872
Gerakladium90061	K00472
Gerakladium13408	K10380
Gerakladium149872	K16914
Gerakladium16797	K12733
Gerakladium105161	K05592
